record_id,source_name,title,description,url,source_path,fetched_at,version,document_type,file_name,page_number,extraction_timestamp,extraction_library,text,category,published_date,preview_text,name,year,wins,losses,raw_text,processed_text,content_text,language,published_year,content_length,title_length,rating_score,overview,genres,popularity,original_language,vote_average,vote_count
706,unknown,Untitled record,No content available.,,data/raw/pdf/news_two_column.pdf,2026-04-09 15:51:38.193,1.0,pdf_two_column,news_two_column.pdf,2,2026-04-09 15:51:38.192290,pdfplumber,"Bordered table — source coverage snaps Source Hits BBC 12 CNN 8 AP 6 Reuters 10 Borderless table — trending keyword sn Keyword Count election 18 markets 21 AI 26 sports 16 Store extracted text with metadata such as file name, page n version and audit ingestion results inside the pipeline. t shot er, source path, extraction date, and library used. This helps",pdf_two_column,,No content available.,,,,,No content available.,No content available.,"Bordered table — source coverage snaps Source Hits BBC 12 CNN 8 AP 6 Reuters 10 Borderless table — trending keyword sn Keyword Count election 18 markets 21 AI 26 sports 16 Store extracted text with metadata such as file name, page n version and audit ingestion results inside the pipeline. t shot er, source path, extraction date, and library used. This helps",unknown,,360,15,3.6,"Bordered table — source coverage snaps Source Hits BBC 12 CNN 8 AP 6 Reuters 10 Borderless table — trending keyword sn Keyword Count election 18 markets 21 AI 26 sports 16 Store extracted text with metadata such as file name, page n version and audit ingestion results inside the pipeline. t shot er, source path, extraction date, and library used. This helps",pdf_two_column,360.0,unknown,3.6,1.0
707,unknown,Untitled record,No content available.,,data/raw/word/news_normal.docx,2026-04-09 15:51:38.210,1.0,word,news_normal.docx,,2026-04-09 15:51:38.210706,python-docx,"News Media Monitoring Pipeline — Extraction Sample Normal layout · includes text, tables with/without borders, and images The News Media Monitoring Pipeline collects article metadata, summaries, and engagement signals from online outlets. This sample document is designed for document extraction tests and intentionally includes paragraphs, bordered tables, borderless tables, and several images. During the latest monitoring window, editors tracked rising coverage of elections, AI investments, and live sports rights. The content below includes special characters such as Ž, č, š, and café so encoding-aware processing can be verified during extraction. A downstream parser can extract body text with pdfplumber or python-docx, then store the normalized text and metadata in MongoDB together with source path, page number, and extraction timestamp. Table with borders — sample source coverage Table without borders — trending keyword snapshot Suggested extraction metadata: file name, document type, source path, extraction timestamp, page number, and extraction library.",word,,No content available.,,,,,No content available.,No content available.,"News Media Monitoring Pipeline — Extraction Sample Normal layout · includes text, tables with/without borders, and images The News Media Monitoring Pipeline collects article metadata, summaries, and engagement signals from online outlets. This sample document is designed for document extraction tests and intentionally includes paragraphs, bordered tables, borderless tables, and several images. During the latest monitoring window, editors tracked rising coverage of elections, AI investments, and live sports rights. The content below includes special characters such as Ž, č, š, and café so encoding-aware processing can be verified during extraction. A downstream parser can extract body text with pdfplumber or python-docx, then store the normalized text and metadata in MongoDB together with source path, page number, and extraction timestamp. Table with borders — sample source coverage Table without borders — trending keyword snapshot Suggested extraction metadata: file name, document type, source path, extraction timestamp, page number, and extraction library.",unknown,,1080,15,10.0,"News Media Monitoring Pipeline — Extraction Sample Normal layout · includes text, tables with/without borders, and images The News Media Monitoring Pipeline collects article metadata, summaries, and engagement signals from online outlets. This sample document is designed for document extraction tests and intentionally includes paragraphs, bordered tables, borderless tables, and several images. During the latest monitoring window, editors tracked rising coverage of elections, AI investments, and live sports rights. The content below includes special characters such as Ž, č, š, and café so encoding-aware processing can be verified during extraction. A downstream parser can extract body text with pdfplumber or python-docx, then store the normalized text and metadata in MongoDB together with source path, page number, and extraction timestamp. Table with borders — sample source coverage Table without borders — trending keyword snapshot Suggested extraction metadata: file name, document type, source path, extraction timestamp, page number, and extraction library.",word,1080.0,unknown,10.0,1.0
708,unknown,Untitled record,No content available.,,data/raw/word/news_two_column.docx,2026-04-09 15:51:38.226,1.0,word_two_column,news_two_column.docx,,2026-04-09 15:51:38.226436,python-docx,"News Monitoring Brief — Two Column Sample Two-column layout for extraction testing with pdfplumber crop strategy This two-column briefing simulates a compact media report distributed to newsroom analysts. It contains short paragraphs and embedded images so you can test whether column-aware extraction produces readable output. The layout is intentionally narrow and mirrors the kind of print digest often used for morning media reviews. Coverage this week highlighted policy debates, AI funding optimism, and a surge in weekend sports clips. Regional desks also logged multilingual mentions including Žurnal, São Paulo, München, and café references. These characters are useful for testing whether normalization preserves accented text during extraction. A common strategy for multi-column PDFs is to split each page into left and right regions, extract both halves separately, normalize whitespace, and concatenate the results in reading order. This avoids jumbled lines when extractors read across the page instead of down the first column. Analysts can further attach metadata such as source file, page number, extraction date, and processing library so that downstream search or audit tasks remain transparent. Once stored in MongoDB, the document content can be searched alongside article feeds gathered from APIs and scraped websites. In production, a simple logging trail should capture document name, success state, encoding notes, and any extraction warnings. That makes it easier to compare normal PDFs, two-column PDFs, Word documents, and Excel sheets inside one reproducible pipeline. Bordered table — source coverage snapshot Borderless table — trending keyword snapshot Store extracted text with metadata such as file name, page number, source path, extraction date, and library used. This helps version and audit ingestion results inside the pipeline.",word_two_column,,No content available.,,,,,No content available.,No content available.,"News Monitoring Brief — Two Column Sample Two-column layout for extraction testing with pdfplumber crop strategy This two-column briefing simulates a compact media report distributed to newsroom analysts. It contains short paragraphs and embedded images so you can test whether column-aware extraction produces readable output. The layout is intentionally narrow and mirrors the kind of print digest often used for morning media reviews. Coverage this week highlighted policy debates, AI funding optimism, and a surge in weekend sports clips. Regional desks also logged multilingual mentions including Žurnal, São Paulo, München, and café references. These characters are useful for testing whether normalization preserves accented text during extraction. A common strategy for multi-column PDFs is to split each page into left and right regions, extract both halves separately, normalize whitespace, and concatenate the results in reading order. This avoids jumbled lines when extractors read across the page instead of down the first column. Analysts can further attach metadata such as source file, page number, extraction date, and processing library so that downstream search or audit tasks remain transparent. Once stored in MongoDB, the document content can be searched alongside article feeds gathered from APIs and scraped websites. In production, a simple logging trail should capture document name, success state, encoding notes, and any extraction warnings. That makes it easier to compare normal PDFs, two-column PDFs, Word documents, and Excel sheets inside one reproducible pipeline. Bordered table — source coverage snapshot Borderless table — trending keyword snapshot Store extracted text with metadata such as file name, page number, source path, extraction date, and library used. This helps version and audit ingestion results inside the pipeline.",unknown,,1877,15,10.0,"News Monitoring Brief — Two Column Sample Two-column layout for extraction testing with pdfplumber crop strategy This two-column briefing simulates a compact media report distributed to newsroom analysts. It contains short paragraphs and embedded images so you can test whether column-aware extraction produces readable output. The layout is intentionally narrow and mirrors the kind of print digest often used for morning media reviews. Coverage this week highlighted policy debates, AI funding optimism, and a surge in weekend sports clips. Regional desks also logged multilingual mentions including Žurnal, São Paulo, München, and café references. These characters are useful for testing whether normalization preserves accented text during extraction. A common strategy for multi-column PDFs is to split each page into left and right regions, extract both halves separately, normalize whitespace, and concatenate the results in reading order. This avoids jumbled lines when extractors read across the page instead of down the first column. Analysts can further attach metadata such as source file, page number, extraction date, and processing library so that downstream search or audit tasks remain transparent. Once stored in MongoDB, the document content can be searched alongside article feeds gathered from APIs and scraped websites. In production, a simple logging trail should capture document name, success state, encoding notes, and any extraction warnings. That makes it easier to compare normal PDFs, two-column PDFs, Word documents, and Excel sheets inside one reproducible pipeline. Bordered table — source coverage snapshot Borderless table — trending keyword snapshot Store extracted text with metadata such as file name, page number, source path, extraction date, and library used. This helps version and audit ingestion results inside the pipeline.",word_two_column,1877.0,unknown,10.0,1.0
709,unknown,Untitled record,No content available.,,data/raw/word/news_normal.docx,2026-04-09 15:51:38.247,1.0,word_run,news_normal.docx,,,python-docx,News Media Monitoring Pipeline — Extraction Sample,word_run,,No content available.,,,,,No content available.,No content available.,News Media Monitoring Pipeline — Extraction Sample,unknown,,50,15,0.5,News Media Monitoring Pipeline — Extraction Sample,word_run,50.0,unknown,0.5,1.0
710,unknown,Untitled record,No content available.,,data/raw/word/news_normal.docx,2026-04-09 15:51:38.248,1.0,word_run,news_normal.docx,,,python-docx,"Normal layout · includes text, tables with/without borders, and images",word_run,,No content available.,,,,,No content available.,No content available.,"Normal layout · includes text, tables with/without borders, and images",unknown,,70,15,0.7,"Normal layout · includes text, tables with/without borders, and images",word_run,70.0,unknown,0.7,1.0
711,unknown,Untitled record,No content available.,,data/raw/word/news_normal.docx,2026-04-09 15:51:38.249,1.0,word_run,news_normal.docx,,,python-docx,"The News Media Monitoring Pipeline collects article metadata, summaries, and engagement signals from online outlets. This sample document is designed for document extraction tests and intentionally includes paragraphs, bordered tables, borderless tables, and several images.",word_run,,No content available.,,,,,No content available.,No content available.,"The News Media Monitoring Pipeline collects article metadata, summaries, and engagement signals from online outlets. This sample document is designed for document extraction tests and intentionally includes paragraphs, bordered tables, borderless tables, and several images.",unknown,,274,15,2.74,"The News Media Monitoring Pipeline collects article metadata, summaries, and engagement signals from online outlets. This sample document is designed for document extraction tests and intentionally includes paragraphs, bordered tables, borderless tables, and several images.",word_run,274.0,unknown,2.74,1.0
712,unknown,Untitled record,No content available.,,data/raw/word/news_normal.docx,2026-04-09 15:51:38.250,1.0,word_run,news_normal.docx,,,python-docx,"During the latest monitoring window, editors tracked rising coverage of elections, AI investments, and live sports rights. The content below includes special characters such as Ž, č, š, and café so encoding-aware processing can be verified during extraction.",word_run,,No content available.,,,,,No content available.,No content available.,"During the latest monitoring window, editors tracked rising coverage of elections, AI investments, and live sports rights. The content below includes special characters such as Ž, č, š, and café so encoding-aware processing can be verified during extraction.",unknown,,258,15,2.58,"During the latest monitoring window, editors tracked rising coverage of elections, AI investments, and live sports rights. The content below includes special characters such as Ž, č, š, and café so encoding-aware processing can be verified during extraction.",word_run,258.0,unknown,2.58,1.0
713,unknown,Untitled record,No content available.,,data/raw/word/news_normal.docx,2026-04-09 15:51:38.251,1.0,word_run,news_normal.docx,,,python-docx,"A downstream parser can extract body text with pdfplumber or python-docx, then store the normalized text and metadata in MongoDB together with source path, page number, and extraction timestamp.",word_run,,No content available.,,,,,No content available.,No content available.,"A downstream parser can extract body text with pdfplumber or python-docx, then store the normalized text and metadata in MongoDB together with source path, page number, and extraction timestamp.",unknown,,194,15,1.94,"A downstream parser can extract body text with pdfplumber or python-docx, then store the normalized text and metadata in MongoDB together with source path, page number, and extraction timestamp.",word_run,194.0,unknown,1.94,1.0
714,unknown,Untitled record,No content available.,,data/raw/word/news_normal.docx,2026-04-09 15:51:38.252,1.0,word_run,news_normal.docx,,,python-docx,Table with borders — sample source coverage,word_run,,No content available.,,,,,No content available.,No content available.,Table with borders — sample source coverage,unknown,,43,15,0.43,Table with borders — sample source coverage,word_run,43.0,unknown,0.43,1.0
715,unknown,Untitled record,No content available.,,data/raw/word/news_normal.docx,2026-04-09 15:51:38.252,1.0,word_run,news_normal.docx,,,python-docx,Table without borders — trending keyword snapshot,word_run,,No content available.,,,,,No content available.,No content available.,Table without borders — trending keyword snapshot,unknown,,49,15,0.49,Table without borders — trending keyword snapshot,word_run,49.0,unknown,0.49,1.0
716,unknown,Untitled record,No content available.,,data/raw/word/news_normal.docx,2026-04-09 15:51:38.253,1.0,word_run,news_normal.docx,,,python-docx,"Suggested extraction metadata: file name, document type, source path, extraction timestamp, page number, and extraction library.",word_run,,No content available.,,,,,No content available.,No content available.,"Suggested extraction metadata: file name, document type, source path, extraction timestamp, page number, and extraction library.",unknown,,128,15,1.28,"Suggested extraction metadata: file name, document type, source path, extraction timestamp, page number, and extraction library.",word_run,128.0,unknown,1.28,1.0
727,unknown,Untitled record,No content available.,,data/raw/excel/news_data.xlsx,2026-04-09 15:51:38.286,1.0,excel_summary,news_data.xlsx,,2026-04-09 15:51:38.286666,openpyxl,No content available.,excel_summary,,No content available.,,,,,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,excel_summary,15.0,unknown,0.15,1.0
728,unknown,Untitled record,No content available.,,data/raw/api/news_page_1.json,2026-04-09 15:51:38.322,1.0,encoding_test,news_page_1.json,,,chardet,No content available.,encoding_test,,"{ ""status"": ""ok"", ""totalResults"": 34552, ""articles"": [ { ""source"": { ""id"": null, ""name"": ""CoinDesk"" }, ""author"": ""Bob Williams, Haidy Grigsby, Francisco Rodrigues"", ""title"": ""Crypto Long & S",,,,,No content available.,No content available.,"{ ""status"": ""ok"", ""totalResults"": 34552, ""articles"": [ { ""source"": { ""id"": null, ""name"": ""CoinDesk"" }, ""author"": ""Bob Williams, Haidy Grigsby, Francisco Rodrigues"", ""title"": ""Crypto Long & S",unknown,,300,15,3.0,"{ ""status"": ""ok"", ""totalResults"": 34552, ""articles"": [ { ""source"": { ""id"": null, ""name"": ""CoinDesk"" }, ""author"": ""Bob Williams, Haidy Grigsby, Francisco Rodrigues"", ""title"": ""Crypto Long & S",encoding_test,300.0,unknown,3.0,1.0
729,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.338,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Boston Bruins,1990,44.0,24.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
730,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.339,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Buffalo Sabres,1990,31.0,30.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
731,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.340,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Calgary Flames,1990,46.0,26.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
732,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.340,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Chicago Blackhawks,1990,49.0,23.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
733,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.341,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Detroit Red Wings,1990,34.0,38.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
734,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.341,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Edmonton Oilers,1990,37.0,37.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
735,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.342,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Hartford Whalers,1990,31.0,38.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
736,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.342,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Los Angeles Kings,1990,46.0,24.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
737,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.343,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Minnesota North Stars,1990,27.0,39.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
738,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.343,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Montreal Canadiens,1990,39.0,30.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
739,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.344,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,New Jersey Devils,1990,32.0,33.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
740,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.345,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,New York Islanders,1990,25.0,45.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
741,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.346,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,New York Rangers,1990,36.0,31.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
742,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.349,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Philadelphia Flyers,1990,33.0,37.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
743,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.354,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Pittsburgh Penguins,1990,41.0,33.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
744,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.355,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Quebec Nordiques,1990,16.0,50.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
745,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.366,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,St. Louis Blues,1990,47.0,22.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
746,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.368,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Toronto Maple Leafs,1990,23.0,46.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
747,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.374,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Vancouver Canucks,1990,28.0,43.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
748,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.380,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Washington Capitals,1990,37.0,36.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
749,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.381,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Winnipeg Jets,1990,26.0,43.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
750,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.390,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Boston Bruins,1991,36.0,32.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
751,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.391,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Buffalo Sabres,1991,31.0,37.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
752,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.392,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Calgary Flames,1991,31.0,37.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
753,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/,2026-04-09 15:51:42.393,1.0,scraped_html,hockey_results.json,,,requests_bs4,No content available.,scraped_html,,No content available.,Chicago Blackhawks,1991,36.0,29.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html,15.0,unknown,0.15,1.0
754,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.568,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Boston Bruins,1990,44.0,24.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
755,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.571,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Buffalo Sabres,1990,31.0,30.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
756,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.572,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Calgary Flames,1990,46.0,26.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
757,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.573,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Chicago Blackhawks,1990,49.0,23.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
758,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.574,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Detroit Red Wings,1990,34.0,38.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
759,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.574,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Edmonton Oilers,1990,37.0,37.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
760,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.576,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Hartford Whalers,1990,31.0,38.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
761,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.577,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Los Angeles Kings,1990,46.0,24.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
762,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.578,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Minnesota North Stars,1990,27.0,39.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
763,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.578,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Montreal Canadiens,1990,39.0,30.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
764,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.579,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,New Jersey Devils,1990,32.0,33.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
765,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.580,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,New York Islanders,1990,25.0,45.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
766,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.581,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,New York Rangers,1990,36.0,31.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
767,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.584,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Philadelphia Flyers,1990,33.0,37.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
768,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.584,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Pittsburgh Penguins,1990,41.0,33.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
769,unknown,Untitled record,No content available.,,https://www.scrapethissite.com/pages/forms/?page_num=1,2026-04-09 15:51:53.585,1.0,scraped_html_paginated,hockey_multi_page_results.json,1,,requests_bs4,No content available.,scraped_html_paginated,,No content available.,Quebec Nordiques,1990,16.0,50.0,No content available.,No content available.,Untitled record,unknown,,15,15,0.15,Untitled record,scraped_html_paginated,15.0,unknown,0.15,1.0
