record_id,title,content_text,category,document_type
1145,Zero Dark Thirty,Zero Dark Thirty,scraped_json_api,scraped_json_api
1146,Amour,Amour,scraped_json_api,scraped_json_api
1147,Anna Karenina,Anna Karenina,scraped_json_api,scraped_json_api
1148,Paperman,Paperman,scraped_json_api,scraped_json_api
1149,Brave,Brave,scraped_json_api,scraped_json_api
1150,Searching for Sugar Man,Searching for Sugar Man,scraped_json_api,scraped_json_api
1151,Inocente,Inocente,scraped_json_api,scraped_json_api
1152,Curfew,Curfew,scraped_json_api,scraped_json_api
1153,12 Years a Slave,12 Years a Slave,scraped_json_api,scraped_json_api
1154,Gravity,Gravity,scraped_json_api,scraped_json_api
1155,Dallas Buyers Club,Dallas Buyers Club,scraped_json_api,scraped_json_api
1156,Frozen,Frozen,scraped_json_api,scraped_json_api
1157,The Great Gatsby,The Great Gatsby,scraped_json_api,scraped_json_api
1158,Her,Her,scraped_json_api,scraped_json_api
1159,Blue Jasmine,Blue Jasmine,scraped_json_api,scraped_json_api
1160,Mr Hublot,Mr Hublot,scraped_json_api,scraped_json_api
1162,Helium,Helium,scraped_json_api,scraped_json_api
1163,The Great Beauty,The Great Beauty,scraped_json_api,scraped_json_api
1164,20 Feet from Stardom,20 Feet from Stardom,scraped_json_api,scraped_json_api
1165,Birdman,Birdman,scraped_json_api,scraped_json_api
1166,The Grand Budapest Hotel,The Grand Budapest Hotel,scraped_json_api,scraped_json_api
1167,Whiplash,Whiplash,scraped_json_api,scraped_json_api
1168,The Imitation Game,The Imitation Game,scraped_json_api,scraped_json_api
1169,American Sniper,American Sniper,scraped_json_api,scraped_json_api
1170,Boyhood,Boyhood,scraped_json_api,scraped_json_api
1171,Interstellar,Interstellar,scraped_json_api,scraped_json_api
1172,The Theory of Everything,The Theory of Everything,scraped_json_api,scraped_json_api
1173,Ida,Ida,scraped_json_api,scraped_json_api
1174,Selma,Selma,scraped_json_api,scraped_json_api
1175,Citizenfour,Citizenfour,scraped_json_api,scraped_json_api
1176,Big Hero 6,Big Hero 6,scraped_json_api,scraped_json_api
1177,Crisis Hotline: Veterans Press 1,Crisis Hotline: Veterans Press 1,scraped_json_api,scraped_json_api
1178,The Phone Call,The Phone Call,scraped_json_api,scraped_json_api
1179,Still Alice,Still Alice,scraped_json_api,scraped_json_api
1180,Feast,Feast,scraped_json_api,scraped_json_api
1181,Spotlight  ,Spotlight  ,scraped_json_api,scraped_json_api
1182,Mad Max: Fury Road ,Mad Max: Fury Road ,scraped_json_api,scraped_json_api
1183,The Revenant   ,The Revenant   ,scraped_json_api,scraped_json_api
1184,Bridge of Spies,Bridge of Spies,scraped_json_api,scraped_json_api
1185,The Big Short  ,The Big Short  ,scraped_json_api,scraped_json_api
1186,The Danish Girl,The Danish Girl,scraped_json_api,scraped_json_api
1187,Room   ,Room   ,scraped_json_api,scraped_json_api
1188,Ex Machina ,Ex Machina ,scraped_json_api,scraped_json_api
1189,The Hateful Eight  ,The Hateful Eight  ,scraped_json_api,scraped_json_api
1190,Inside Out ,Inside Out ,scraped_json_api,scraped_json_api
1191,Amy,Amy,scraped_json_api,scraped_json_api
1192,Bear Story ,Bear Story ,scraped_json_api,scraped_json_api
1194,Son of Saul,Son of Saul,scraped_json_api,scraped_json_api
1195,Spectre,Spectre,scraped_json_api,scraped_json_api
1196,Stutterer  ,Stutterer  ,scraped_json_api,scraped_json_api
1229,Election Update,Election Update,Politics,excel
1230,AI Market Growth,AI Market Growth,Business,excel
1231,Sports Highlights,Sports Highlights,Sports,excel
1232,Climate Policy Shift,Climate Policy Shift,Politics,excel
1233,Café Culture Trends,Café Culture Trends,Culture,excel
1234,München Startup Round,München Startup Round,Technology,excel
1235,Žurnal Election Pulse,Žurnal Election Pulse,Politics,excel
1236,Streaming Rights Watch,Streaming Rights Watch,Business,excel
1237,Weekend Match Buzz,Weekend Match Buzz,Sports,excel
1238,Inflation Briefing,Inflation Briefing,Business,excel
1239,Untitled record,Untitled record,excel_summary,excel_summary
1241,Untitled record,Untitled record,scraped_html,scraped_html
1242,Untitled record,Untitled record,scraped_html,scraped_html
1243,Untitled record,Untitled record,scraped_html,scraped_html
1244,Untitled record,Untitled record,scraped_html,scraped_html
1245,Untitled record,Untitled record,scraped_html,scraped_html
1246,Untitled record,Untitled record,scraped_html,scraped_html
1247,Untitled record,Untitled record,scraped_html,scraped_html
1248,Untitled record,Untitled record,scraped_html,scraped_html
1249,Untitled record,Untitled record,scraped_html,scraped_html
1250,Untitled record,Untitled record,scraped_html,scraped_html
1251,Untitled record,Untitled record,scraped_html,scraped_html
1252,Untitled record,Untitled record,scraped_html,scraped_html
1253,Untitled record,Untitled record,scraped_html,scraped_html
1254,Untitled record,Untitled record,scraped_html,scraped_html
1255,Untitled record,Untitled record,scraped_html,scraped_html
1256,Untitled record,Untitled record,scraped_html,scraped_html
1257,Untitled record,Untitled record,scraped_html,scraped_html
1258,Untitled record,Untitled record,scraped_html,scraped_html
1259,Untitled record,Untitled record,scraped_html,scraped_html
1260,Untitled record,Untitled record,scraped_html,scraped_html
1261,Untitled record,Untitled record,scraped_html,scraped_html
1262,Untitled record,Untitled record,scraped_html,scraped_html
1263,Untitled record,Untitled record,scraped_html,scraped_html
1264,Untitled record,Untitled record,scraped_html,scraped_html
1265,Untitled record,Untitled record,scraped_html,scraped_html
1266,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1267,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1268,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1269,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1270,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1271,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1272,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1273,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1274,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1275,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1276,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1277,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1278,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1279,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1280,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1281,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1282,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1283,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1284,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1285,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1286,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1287,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1288,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1289,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1290,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1291,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1292,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1293,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1294,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1295,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1296,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1297,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1298,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1299,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1300,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1301,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1302,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1303,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1304,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1305,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1306,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1307,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1308,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1309,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1310,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1311,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1312,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1313,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1314,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1315,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1316,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1317,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1318,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1319,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1320,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1321,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1322,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1323,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1324,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1325,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1326,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1327,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1328,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1329,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1330,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1331,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1332,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1333,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1334,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1335,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1336,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1337,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1338,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1339,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1340,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1341,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1342,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1343,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1344,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1345,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1346,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1347,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1348,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1349,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1350,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1351,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1352,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1353,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1354,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1355,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1356,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1357,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1358,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1359,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1360,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1361,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1362,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1363,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1364,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1365,Untitled record,Untitled record,scraped_html_paginated,scraped_html_paginated
1366,The King's Speech,The King's Speech,scraped_json_api,scraped_json_api
1367,Inception,Inception,scraped_json_api,scraped_json_api
1368,The Social Network,The Social Network,scraped_json_api,scraped_json_api
1369,The Fighter,The Fighter,scraped_json_api,scraped_json_api
1370,Toy Story 3,Toy Story 3,scraped_json_api,scraped_json_api
1371,Alice in Wonderland,Alice in Wonderland,scraped_json_api,scraped_json_api
1372,Black Swan,Black Swan,scraped_json_api,scraped_json_api
1373,In a Better World,In a Better World,scraped_json_api,scraped_json_api
1374,The Lost Thing,The Lost Thing,scraped_json_api,scraped_json_api
1375,God of Love,God of Love,scraped_json_api,scraped_json_api
1376,The Wolfman,The Wolfman,scraped_json_api,scraped_json_api
1377,Strangers No More,Strangers No More,scraped_json_api,scraped_json_api
1378,Inside Job,Inside Job,scraped_json_api,scraped_json_api
1379,The Artist,The Artist,scraped_json_api,scraped_json_api
1380,Hugo,Hugo,scraped_json_api,scraped_json_api
1381,The Iron Lady,The Iron Lady,scraped_json_api,scraped_json_api
1382,The Descendants,The Descendants,scraped_json_api,scraped_json_api
1383,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,scraped_json_api,scraped_json_api
1384,Midnight in Paris,Midnight in Paris,scraped_json_api,scraped_json_api
1385,The Help,The Help,scraped_json_api,scraped_json_api
1386,A Separation,A Separation,scraped_json_api,scraped_json_api
1388,The Shore,The Shore,scraped_json_api,scraped_json_api
1389,Undefeated,Undefeated,scraped_json_api,scraped_json_api
1390,The Muppets,The Muppets,scraped_json_api,scraped_json_api
1391,Saving Face,Saving Face,scraped_json_api,scraped_json_api
1392,Beginners,Beginners,scraped_json_api,scraped_json_api
1393,Rango,Rango,scraped_json_api,scraped_json_api
1394,Argo,Argo,scraped_json_api,scraped_json_api
1395,Life of Pi,Life of Pi,scraped_json_api,scraped_json_api
1396,Les Misérables,Les Misérables,scraped_json_api,scraped_json_api
1397,Lincoln,Lincoln,scraped_json_api,scraped_json_api
1398,Django Unchained,Django Unchained,scraped_json_api,scraped_json_api
1399,Skyfall,Skyfall,scraped_json_api,scraped_json_api
1400,Silver Linings Playbook,Silver Linings Playbook,scraped_json_api,scraped_json_api
1401,Zero Dark Thirty,Zero Dark Thirty,scraped_json_api,scraped_json_api
1402,Amour,Amour,scraped_json_api,scraped_json_api
1403,Anna Karenina,Anna Karenina,scraped_json_api,scraped_json_api
1404,Paperman,Paperman,scraped_json_api,scraped_json_api
1405,Brave,Brave,scraped_json_api,scraped_json_api
1406,Searching for Sugar Man,Searching for Sugar Man,scraped_json_api,scraped_json_api
1407,Inocente,Inocente,scraped_json_api,scraped_json_api
1408,Curfew,Curfew,scraped_json_api,scraped_json_api
1409,12 Years a Slave,12 Years a Slave,scraped_json_api,scraped_json_api
1410,Gravity,Gravity,scraped_json_api,scraped_json_api
1411,Dallas Buyers Club,Dallas Buyers Club,scraped_json_api,scraped_json_api
1412,Frozen,Frozen,scraped_json_api,scraped_json_api
1413,The Great Gatsby,The Great Gatsby,scraped_json_api,scraped_json_api
1414,Her,Her,scraped_json_api,scraped_json_api
1415,Blue Jasmine,Blue Jasmine,scraped_json_api,scraped_json_api
1416,Mr Hublot,Mr Hublot,scraped_json_api,scraped_json_api
1418,Helium,Helium,scraped_json_api,scraped_json_api
1419,The Great Beauty,The Great Beauty,scraped_json_api,scraped_json_api
1420,20 Feet from Stardom,20 Feet from Stardom,scraped_json_api,scraped_json_api
1421,Birdman,Birdman,scraped_json_api,scraped_json_api
1422,The Grand Budapest Hotel,The Grand Budapest Hotel,scraped_json_api,scraped_json_api
1423,Whiplash,Whiplash,scraped_json_api,scraped_json_api
1424,The Imitation Game,The Imitation Game,scraped_json_api,scraped_json_api
1425,American Sniper,American Sniper,scraped_json_api,scraped_json_api
1426,Boyhood,Boyhood,scraped_json_api,scraped_json_api
1427,Interstellar,Interstellar,scraped_json_api,scraped_json_api
1428,The Theory of Everything,The Theory of Everything,scraped_json_api,scraped_json_api
1429,Ida,Ida,scraped_json_api,scraped_json_api
1430,Selma,Selma,scraped_json_api,scraped_json_api
1431,Citizenfour,Citizenfour,scraped_json_api,scraped_json_api
1432,Big Hero 6,Big Hero 6,scraped_json_api,scraped_json_api
1433,Crisis Hotline: Veterans Press 1,Crisis Hotline: Veterans Press 1,scraped_json_api,scraped_json_api
1434,The Phone Call,The Phone Call,scraped_json_api,scraped_json_api
1435,Still Alice,Still Alice,scraped_json_api,scraped_json_api
1436,Feast,Feast,scraped_json_api,scraped_json_api
1437,Spotlight  ,Spotlight  ,scraped_json_api,scraped_json_api
1438,Mad Max: Fury Road ,Mad Max: Fury Road ,scraped_json_api,scraped_json_api
1439,The Revenant   ,The Revenant   ,scraped_json_api,scraped_json_api
1440,Bridge of Spies,Bridge of Spies,scraped_json_api,scraped_json_api
1441,The Big Short  ,The Big Short  ,scraped_json_api,scraped_json_api
1442,The Danish Girl,The Danish Girl,scraped_json_api,scraped_json_api
1443,Room   ,Room   ,scraped_json_api,scraped_json_api
1444,Ex Machina ,Ex Machina ,scraped_json_api,scraped_json_api
1445,The Hateful Eight  ,The Hateful Eight  ,scraped_json_api,scraped_json_api
1446,Inside Out ,Inside Out ,scraped_json_api,scraped_json_api
1447,Amy,Amy,scraped_json_api,scraped_json_api
1448,Bear Story ,Bear Story ,scraped_json_api,scraped_json_api
1450,Son of Saul,Son of Saul,scraped_json_api,scraped_json_api
1451,Spectre,Spectre,scraped_json_api,scraped_json_api
1452,Stutterer  ,Stutterer  ,scraped_json_api,scraped_json_api
